ID,FileName,ProcessedDate,EIN,OrganizationName,Website,FormationYear,Organization501c3,LegalDomicileState,MailingAddress,MailingCity,MailingState,MailingZIP,PhysicalAddress,PhysicalCity,PhysicalState,PhysicalZIP,PrincipalOfficerName,BusinessOfficerName,BusinessOfficerTitle,BusinessOfficerPhone,SigningOfficerFirstName,SigningOfficerLastName,PreparerName,PreparerPhone,PreparerFirmName,PreparerFirmAddress,PreparerFirmCity,PreparerFirmState,PreparerFirmZIP,MissionDescription,ActivityDescription,GrossReceipts,TotalRevenue,TotalExpenses,NetIncome,TotalAssets,TotalEmployees,ContributionsReceived,ProgramServiceRevenue,InvestmentIncome,SalariesAndBenefits,HasFundraisingActivities,HasProfessionalFundraising,FundraisingGrossIncome,FundraisingDirectExpenses,NetFundraisingIncome,Event1Name,Event1GrossReceipts,Event1CharitableContributions,Event1GrossRevenue,Event1RentCosts,Event1FoodBeverage,Event1OtherExpenses,Event1NetIncome,Event2Name,Event2GrossReceipts,Event2CharitableContributions,Event2GrossRevenue,Event2RentCosts,Event2FoodBeverage,Event2OtherExpenses,Event2NetIncome,OtherEventCount,TotalEventGrossReceipts,TotalEventGrossRevenue,TotalEventRentCosts,TotalEventFoodBeverage,TotalEventOtherExpenses,TotalEventDirectExpenses,TotalEventNetIncome,HasGala,HasAuction,HasBall,HasDinner,HasBenefit,HasTournament,HasGolf,HasAnnual,HasFundraiser,HasEvent,HasShow,HasRun,HasArt,HasAwards,HasConcert,HasFestival,HasRaffle,HasGamingActivities,GamingGrossRevenue,GamingNetIncome,ProspectScore,ProspectTier,TerritoryManager,ContactStatus,LastContactDate,NextFollowUpDate,ProspectNotes,EstimatedValue,TaxYear,TaxPeriodEnd,ReturnTimestamp,Event1Keyword,Event2Keyword,PrimaryEventType,WebsiteRaw,,,,,,
597,201900109349200100_public.xml,NULL,453811784,BRIGHTSTART LEARNING INC,brightstartcambodia.org,NULL,X,NULL,PO BOX 560230,MACEDONIA,OH,44056,PO BOX 560230,MACEDONIA,OH,44056,NULL,GWENDOLYN K HIGAKI,PRESIDENT,3302174086,NULL,NULL,PAMELA G TRIVISONNO,4402050450,Trivisonno CPA Inc,6954 Spinach Dr,Mentor,OH,44060,NULL,NULL,183943,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,42:19.0,NULL,NULL,NULL,WWW.BRIGHTSTARTCAMBODIA.ORG,,,,,,
602,201900109349200210_public.xml,NULL,811133048,FRIENDS OF THE NINETY-NINES INC,ninety-nines.org,NULL,X,NULL,4300 AMELIA EARHART DRIVE,OKLAHOMA CITY,OK,73159,4300 AMELIA EARHART DRIVE,OKLAHOMA CITY,OK,73159,NULL,JAN MCKENZIE,PRESIDENT,4056857969,NULL,NULL,MATTHEW L COLE,4058449995,HSPG & ASSOCIATES PC,5400 N GRAND BLVD STE 330,OKLAHOMA CITY,OK,73112,NULL,NULL,7800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,5/31/2018,43:04.0,NULL,NULL,NULL,www.ninety-nines.org,friends-of-99s.htm,,,,,
604,201900109349200220_public.xml,NULL,270825556,STUDENT SCHOLARSHIP ORGANIZATION FOR,ssoforga.org,NULL,X,NULL,5885 GLENRIDGE DR STE 150,ATLANTA,GA,30328,5885 GLENRIDGE DR STE 150,ATLANTA,GA,30328,NULL,CHRIS PAPPADAKIS,Director,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79269,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,8/31/2018,17:57.0,NULL,NULL,NULL,WWW.SSOFORGA.ORG,,,,,,
605,201900109349200225_public.xml,NULL,43396999,Trauma Intervention Program of Merrimack,traumaintervention.com,NULL,X,NULL,21 Central Street,Andover,MA,1810,21 Central Street,Andover,MA,1810,NULL,Kristin Kowalski,Executive Director,NULL,NULL,NULL,Timothy M Jankowski,9784096134,Miller & Bisson PC,1 Dundee Park Suite 3,Andover,MA,1810,NULL,NULL,52931,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,59:38.0,NULL,NULL,NULL,www.traumaintervention.com,,,,,,
606,201900109349200230_public.xml,NULL,911259402,Washington Association of Educators for Talented and Gifted,waetag.net,NULL,X,NULL,918 College Street,Wenatchee,WA,98801,918 College Street,Wenatchee,WA,98801,NULL,WENDY CLARK,PRESIDENT,5096625951,NULL,NULL,STEVE TIDD CPA,5096625951,Tidd Tax & Accounting LLC,918 College Street,Wenatchee,WA,988011686,NULL,NULL,166429,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,25:39.0,NULL,NULL,NULL,waetag.net,,,,,,
611,201900109349200305_public.xml,NULL,742771673,Bryan Rotary Club Charity Corp,bryan-rotary.org,NULL,X,NULL,PO Box 2760,Bryan,TX,778052760,PO Box 2760,Bryan,TX,778052760,NULL,ROBY SOMERFORD,PRESIDENT,9792293070,NULL,NULL,PEGGY PILETERE,2812400009,Mark J Hamlin PC,10701 Corporate Dr Suite 292,Stafford,TX,774774019,NULL,NULL,7961,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2016,6/30/2017,36:10.0,NULL,NULL,NULL,www.bryan-rotary.org,,,,,,
613,201900109349200315_public.xml,NULL,830372468,Silicon Valley Chinese American Computer,svcaca.com,NULL,NULL,NULL,1910 Mento Drive,Fremont,CA,94539,1910 Mento Drive,Fremont,CA,94539,NULL,Mei Huang,CFO,NULL,NULL,NULL,Ying Wang CPA,4089709600,Ying Wang and Co CPAs,5201 Lafayette Street,Santa Clara,CA,95054,NULL,NULL,60152,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,51:03.0,NULL,NULL,NULL,www.svcaca.com,,,,,,
614,201900109349200320_public.xml,NULL,743259379,Circle de Luz Inc,circledeluz.org,NULL,X,NULL,PO Box 2,Davidson,NC,28036,PO Box 2,Davidson,NC,28036,NULL,Rosie Molinary,Chair,NULL,NULL,NULL,Terry W Lancaster,7043721515,C DeWitt Foard & Co PA CPAs,817 E Morehead Street Ste 100,Charlotte,NC,282022767,NULL,NULL,176237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,7800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,5/31/2018,27:13.0,NULL,NULL,NULL,circledeluz.org,,,,,,
620,201900109349200420_public.xml,NULL,900773710,JR OPTIMIST BASEBALL LEAGUE,eteamz.com,NULL,X,NULL,PO BOX 5828,CONCORD,CA,94524,PO BOX 5828,CONCORD,CA,94524,NULL,Pattie Behmlander,President,NULL,NULL,NULL,EKATERINA MILLER CPA EA,4083797979,Summit Accountancy Group Inc,3880 South Bascom Avenue Suite 215,San Jose,CA,95124,NULL,NULL,197674,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,67980,NULL,NULL,SNACK SHACK INCOME,33254,NULL,33254,5278,21761,4995,NULL,CANDY FUNDRAISERS,16748,NULL,16748,NULL,NULL,8505,NULL,1,59780,59780,5278,21761,13790,40829,18951,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,8/31/2018,55:07.0,NULL,FUNDRAISER,FUNDRAISER,www.eteamz.com,jobl,,,,,
625,201900109349200445_public.xml,NULL,146034940,Empire State Association of the Deaf Inc,esad.org,NULL,X,NULL,312 6th Street,Olean,NY,14760,312 6th Street,Olean,NY,14760,NULL,SUSAN SNYDER,Treasurer,7163760345,NULL,NULL,CYNTHIA A ROHLIN,3152265016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33307,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,9/30/2018,40:00.0,NULL,NULL,NULL,www.ESAD.org,,,,,,
627,201900109349200505_public.xml,NULL,271442310,Missourians Organizing for Reform and Empowerment,organizemo.org,NULL,NULL,NULL,PO Box 300086,Saint Louis,MO,631300086,PO Box 300086,Saint Louis,MO,631300086,NULL,DELL BREELAND,TREASURER,3148622249,NULL,NULL,CINDY FULTON,3146442700,Cindy Fulton CPA LLC,3270 Ivanhoe Ave,St Louis,MO,631392246,NULL,NULL,165149,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,12/31/2017,42:55.0,NULL,NULL,NULL,www.organizemo.org,,,,,,
628,201900109349200510_public.xml,NULL,474859186,CAPITAL AREA VOLLEYBALL CLUB,cavbc.org,NULL,X,NULL,PO BOX 611,JEFFERSON CITY,MO,65102,PO BOX 611,JEFFERSON CITY,MO,65102,NULL,APRIL YAEGER,Treasurer,NULL,NULL,NULL,JO L MOORE CPA,5736350227,Evers & Company CPAs LLC,520 Dix Road,Jefferson City,MO,65109,NULL,NULL,400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,8/31/2018,10:11.0,NULL,NULL,NULL,www.cavbc.org,,,,,,
631,201900109349200525_public.xml,NULL,931003195,OREGON JUVENILE DEPARTMENT DIRECTORS,ojdda.org,NULL,X,NULL,305 NE 3RD STREET,PRINEVILLE,OR,97754,305 NE 3RD STREET,PRINEVILLE,OR,97754,NULL,DEBRA PATTERSON,Treasurer,NULL,NULL,NULL,Jerry R Evans,5414476565,Evans Bartlett & Higbe CPAs LLP,180 NW 2nd St,Prineville,OR,97754,NULL,NULL,177519,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,09:31.0,NULL,NULL,NULL,WWW.OJDDA.ORG,,,,,,
632,201900109349200530_public.xml,NULL,770503272,LOMPOC POPS ORCHESTRA,lompocpopsorchestra.org,NULL,X,NULL,PO BOX 1372,LOMPOC,CA,93438,PO BOX 1372,LOMPOC,CA,93438,NULL,EVELYN BAXTER,Treasurer,NULL,NULL,NULL,BEVERLY J WILSON CPA,8057367534,Walker Wilson & Hughen,1201-J East Ocean Avenue,Lompoc,CA,93436,NULL,NULL,96100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,13266,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,8/31/2018,01:45.0,NULL,NULL,NULL,LOMPOCPOPSORCHESTRA.ORG,,,,,,
637,201900109349200605_public.xml,NULL,113316342,LONG ISLAND BUSINESS DEVELOPMENT COUNCIL INC,libdc.org,NULL,NULL,NULL,702 FRANCIS DRIVE,WANTAGH,NY,117931039,702 FRANCIS DRIVE,WANTAGH,NY,117931039,NULL,ED MIRABELLA,TREASURER,5164283851,NULL,NULL,CHRISTOPHER G SPINOSO CPA,5162684960,COWAN SPINOSO & BOOTH LLC,47 POST AVENUE,WESTBURY,NY,11590,NULL,NULL,139685,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,10/31/2018,28:55.0,NULL,NULL,NULL,LIBDC.ORG,,,,,,
638,201900109349200610_public.xml,NULL,455493000,EAV STRUT INC,eastatlantastrut.com,NULL,X,NULL,PO BOX 18252,ATLANTA,GA,30316,PO BOX 18252,ATLANTA,GA,30316,NULL,CAROLYN MURPHY,TREASURER,4045386004,NULL,NULL,VERONIQUE A MCBRIDE,4042900031,MCBRIDE ACCOUNTING LLC,1135 HWY 213,COVINGTON,GA,30014,NULL,NULL,72815,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,3/31/2018,40:33.0,NULL,NULL,NULL,eastatlantastrut.com,,,,,,
645,201900109349200645_public.xml,NULL,753224300,SANTA BARBARA CHANNEL SWIMMING,santabarbarachannelswim.org,NULL,NULL,NULL,5094 CATHEDRAL OAKS RD,SANTA BARBARA,CA,93111,5094 CATHEDRAL OAKS RD,SANTA BARBARA,CA,93111,NULL,JANE CAIRNS,Treasurer,NULL,NULL,NULL,KEN HENNESSEE,8059699662,Nicholson & Schwartz,111 E De La Guerra St,Santa Barbara,CA,93101,NULL,NULL,21720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,7/31/2018,58:32.0,NULL,NULL,NULL,WWW.SANTABARBARACHANNELSWIM.ORG,,,,,,
647,201900109349200800_public.xml,NULL,841130954,ROTARY CLUB OF PUEBLO WEST,pueblowestrotary.org,NULL,NULL,NULL,PO BOX 7506,PUEBLO WEST,CO,81007,PO BOX 7506,PUEBLO WEST,CO,81007,NULL,DEAN SENA,PRESIDENT,7195473266,NULL,NULL,D KENT COUCH CPA,7195421287,HEWITT & COUCH PC,955 N GREENWOOD ST,PUEBLO,CO,81003,NULL,NULL,72336,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,56716,NULL,NULL,OCTOBERFEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FLAG PROJECT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,04:02.0,NULL,NULL,NULL,pueblowestrotary.org,,,,,,
648,201900109349200805_public.xml,NULL,112541252,SEAFORD LITTLE LEAGUE INC,leaguelineup.com,NULL,X,NULL,PO BOX 1714,SEAFORD,NY,11783,PO BOX 1714,SEAFORD,NY,11783,NULL,STEVE BROWN,PRESIDENT,5169868755,NULL,NULL,PATRICK CAPPETTI,5167456600,ABBATE DEMARINIS LLP,3200 Sunrise Hwy,Wantagh,NY,11793,NULL,NULL,125102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,9998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,9/30/2018,35:54.0,NULL,NULL,NULL,WWW.LEAGUELINEUP.COM,SEAFORDLL,,,,,
650,201900109349200815_public.xml,NULL,237117338,Tahoe Cedars Property Owners,tcpoa.org,NULL,NULL,NULL,PO Box 130,Tahoma,CA,96142,PO Box 130,Tahoma,CA,96142,NULL,Don Lambrecht,President,NULL,NULL,NULL,Mike Wells,5305811014,Mike Wells CPA,PO Box 6566,Tahoe City,CA,961456566,NULL,NULL,59975,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,20:58.0,NULL,NULL,NULL,tcpoa.org,,,,,,
652,201900109349200825_public.xml,NULL,50548432,BIG APPLE SEEDS A NOT FOR PROFIT CORP,lysnyc.com,NULL,X,NULL,34 HILLSIDE AVE,NEW YORK,NY,10040,34 HILLSIDE AVE,NEW YORK,NY,10040,NULL,ALLISON GORDON,President,NULL,NULL,NULL,Anthony Buzzeo CPA,2122425253,ANTHONY M BUZZEO CPA PLLC,80 FIFTH AVENUE SUITE 1404,NEW YORK,NY,10011,NULL,NULL,25742,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,12/31/2017,35:40.0,NULL,NULL,NULL,www.lysnyc.com,,,,,,
657,201900109349200905_public.xml,NULL,412155712,INST TEC ESPECIALIZADO JUAN PABLO II INC,oraylabora.com,NULL,X,NULL,7921 SW 110 TH TERRACE,MIAMI,FL,33156,7921 SW 110 TH TERRACE,MIAMI,FL,33156,NULL,BEATRIZ MARTINEZ,TREASURER,7863672581,NULL,NULL,DAVID RG SMITH CPA,3054128393,DAVID RG SMITH CPACFPCVACFST,7765 SW 87TH AVE STE 201,MIAMI,FL,331732586,NULL,NULL,56209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,27454,NULL,NULL,LUNCH EVENT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,58:14.0,EVENT,NULL,EVENT,WWW.ORAYLABORA.COM,,,,,,
659,201900109349200950_public.xml,NULL,223440298,METUCHEN EDUCATION FOUNDATION INC,metucheneducationfoundation.org,NULL,X,NULL,PO BOX 328,METUCHEN,NJ,88400328,PO BOX 328,METUCHEN,NJ,88400328,NULL,COLLEEN WALKER,TREASURER,7325482733,NULL,NULL,STEVEN A FROWENFELD CPA,7329068316,STEVEN A FROWENFELD CPA,76 UPLAND AVENUE,METUCHEN,NJ,88402149,NULL,NULL,40158,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,24039,NULL,NULL,METUCHEN INN,19105,NULL,19105,NULL,4276,348,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19105,19105,NULL,4276,348,4624,14481,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,59:14.0,NULL,NULL,NULL,WWW.METUCHENEDUCATIONFOUNDATION.ORG,,,,,,
660,201900109349200955_public.xml,NULL,592563990,Florida Alliance for Arts Education Inc,faae.org,NULL,X,NULL,2380 Bay Street,Sarasota,FL,34237,2380 Bay Street,Sarasota,FL,34237,NULL,LEILAND THERIOT,EXECUTIVE DIRECTOR,9412667316,NULL,NULL,ELLEN FONTANA,7274310354,Ellen Fontana CPA LLC,2451 Mcmullen Booth Road 309,Clearwater,FL,33759,NULL,NULL,182064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,06:59.0,NULL,NULL,NULL,www.faae.org,,,,,,
661,201900109349200960_public.xml,NULL,200996233,GLENCOE PTO,glencoepto.org,NULL,X,NULL,PO BOX 243 ATTN NATALIE BROWN,GLENCOE,IL,60022,PO BOX 243 ATTN NATALIE BROWN,GLENCOE,IL,60022,NULL,DIANA ROSENBLOOM,CO-TREASURER,NULL,NULL,NULL,HOWARD GAMER,8472911400,PBG FINANCIAL SERVICES LTD,666 Dundee Road Suite 401,Northbrook,IL,600622733,NULL,NULL,189318,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,85900,NULL,NULL,SPRING EVENT,38543,NULL,38543,NULL,NULL,3938,NULL,BOOK FAIR,16968,NULL,16968,NULL,NULL,17033,NULL,3,82872,82872,NULL,NULL,27922,27922,54950,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,7/31/2018,08:42.0,EVENT,FAIR,FAIR,www.glencoepto.org,,,,,,
